rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
43,1,median,0.000605568669637428,0.000991069569311108,0.0012203830900701,0.00134570157976914,0.00140959869038915,0.00144435354793388,0.00147137458174526,0.00150247576651618,0.00154161478430261,0.001584536604182,0.00161735357632967,0.00162481450331371
43,2,median,0.000605568669637428,0.000991069569311108,0.0012203830900701,0.00134570157976914,0.00140959869038915,0.00144435354793388,0.00147137458174526,0.00150247576651618,0.00154161478430261,0.001584536604182,0.00161735357632967,0.00162481450331371
72,1,median,0.000890658445004942,0.00145764555822026,0.00179491535776272,0.00197923131854805,0.00207320992747972,0.00212432668587426,0.00216406868899222,0.00220981169759679,0.00226737659232879,0.00233050515770429,0.00237877171251189,0.00238974509663672
72,2,median,0.000890658445004942,0.00145764555822026,0.00179491535776272,0.00197923131854805,0.00207320992747972,0.00212432668587426,0.00216406868899222,0.00220981169759679,0.00226737659232879,0.00233050515770429,0.00237877171251189,0.00238974509663672
108,1,median,0.00118500741760487,0.00193937508639489,0.00238810738824794,0.00263333695064474,0.00275837405022516,0.00282638411424146,0.00287926024060547,0.00294012061284354,0.00301670982348163,0.00310070141268426,0.00316491932448873,0.00317951924397199
108,2,median,0.00118500741760487,0.00193937508639489,0.00238810738824794,0.00263333695064474,0.00275837405022516,0.00282638411424146,0.00287926024060547,0.00294012061284354,0.00301670982348163,0.00310070141268426,0.00316491932448873,0.00317951924397199
224,1,median,0.00244241033692446,0.00350041017727794,0.00406211022242811,0.004294030841132,0.00432472861565767,0.00425065465303145,0.00413581563811942,0.00401593504549248,0.00390369259700021,0.00402759633841472,0.00412233010418744,0.0041438677922524
224,2,median,0.00244241033692446,0.00350041017727794,0.00406211022242811,0.004294030841132,0.00432472861565767,0.00425065465303145,0.00413581563811942,0.00401593504549248,0.00390369259700021,0.00402759633841472,0.00412233010418744,0.0041438677922524
475,1,median,0.00513143714053234,0.00654010600762771,0.00712506826485678,0.00716409974533915,0.00685657691281491,0.00634985208759058,0.0057417940444361,0.00508791449635897,0.00440947387411348,0.00458914887993821,0.00472652398841108,0.00475775617062241
475,2,median,0.00513143714053234,0.00654010600762771,0.00712506826485678,0.00716409974533915,0.00685657691281491,0.00634985208759058,0.0057417940444361,0.00508791449635897,0.00440947387411348,0.00458914887993821,0.00472652398841108,0.00475775617062241
975,1,median,0.00911789566143881,0.0109074571057838,0.0114253168989302,0.0111018827747869,0.0102294501018731,0.00902139440184005,0.00761953606217292,0.00610538695147847,0.00451201011541829,0.00476060029348993,0.00495066625464647,0.00499387768353632
975,2,median,0.00911789566143881,0.0109074571057838,0.0114253168989302,0.0111018827747869,0.0102294501018731,0.00902139440184005,0.00761953606217292,0.00610538695147847,0.00451201011541829,0.00476060029348993,0.00495066625464647,0.00499387768353632
2475,1,median,0.015502507658815,0.0179415713945441,0.0183808174325494,0.0174985996549252,0.0157394587292504,0.0134251919420611,0.0107697863858903,0.00789734263038569,0.00486008730783464,0.00522296026640042,0.00550040404226688,0.00556348078635527
2475,2,median,0.015502507658815,0.0179415713945441,0.0183808174325494,0.0174985996549252,0.0157394587292504,0.0134251919420611,0.0107697863858903,0.00789734263038569,0.00486008730783464,0.00522296026640042,0.00550040404226688,0.00556348078635527
4975,1,median,0.0224023558853784,0.0252029320906625,0.0254210439497955,0.0238431715596698,0.0210587192444,0.017491507753493,0.0134234768891675,0.00901930659198909,0.0043502738567406,0.00481550418573685,0.005171207899881,0.00525207701319338
4975,2,median,0.0224023558853784,0.0252029320906625,0.0254210439497955,0.0238431715596698,0.0210587192444,0.017491507753493,0.0134234768891675,0.00901930659198909,0.0043502738567406,0.00481550418573685,0.005171207899881,0.00525207701319338
